Campaign_ID,Campaign_Name,Channel,Region,Customer_Segment,Product_Type,Customers_Targeted,Customers_Responded,Campaign_Cost,Revenue_Generated,Campaign_Start_Date,Campaign_End_Date,Response_Rate, Cost_per_acquisition ,ROI
CMP1389,Investment Plan Promotion,Email,North,SME Owners,Investment Plan,13023,1380,29715,1293060,21-05-2024,27-05-2024,11%, ? 21.53 ,4252%
CMP1390,Savings Account Promotion,Email,South,Young Professionals,Savings Account,6576,421,104328,227340,14-09-2024,27-09-2024,6%, ? 247.81 ,118%
CMP1391,Savings Account Promotion,Push Notification,North,High Net Worth,Savings Account,4496,340,58067,306340,02-06-2024,08-06-2024,8%, ? 170.79 ,428%
CMP1392,Credit Card Promotion,SMS,West,Young Professionals,Credit Card,6406,347,110517,394886,22-05-2024,30-05-2024,5%, ? 318.49 ,257%
CMP1393,Investment Plan Promotion,Social Media,North,High Net Worth,Investment Plan,7435,1172,81929,247292,26-08-2024,29-08-2024,16%, ? 69.91 ,202%
CMP1394,Credit Card Promotion,Email,West,SME Owners,Credit Card,14329,1589,107468,1592178,06-06-2024,16-06-2024,11%, ? 67.63 ,1382%
CMP1395,Credit Card Promotion,Push Notification,East,Students,Credit Card,14265,2285,93861,607810,01-12-2024,10-12-2024,16%, ? 41.08 ,548%
CMP1396,Personal Loan Promotion,Social Media,North,Students,Personal Loan,9693,408,44226,317016,12-12-2024,16-12-2024,4%, ? 108.40 ,617%
CMP1397,Credit Card Promotion,Email,East,Young Professionals,Credit Card,4978,407,75249,393569,22-09-2024,03-10-2024,8%, ? 184.89 ,423%
CMP1398,Insurance Promotion,Social Media,East,Young Professionals,Insurance,12177,607,84309,296216,12-06-2024,15-06-2024,5%, ? 138.89 ,251%
CMP1399,Credit Card Promotion,Push Notification,South,Young Professionals,Credit Card,11325,1865,93965,1081700,25-01-2024,01-02-2024,16%, ? 50.38 ,1051%
CMP1400,Personal Loan Promotion,Push Notification,North,Students,Personal Loan,4529,182,37347,133952,19-03-2024,25-03-2024,4%, ? 205.20 ,259%
CMP1401,Savings Account Promotion,Email,South,Retail,Savings Account,9340,1050,27967,343350,05-04-2024,11-04-2024,11%, ? 26.64 ,1128%
CMP1402,Insurance Promotion,Social Media,West,High Net Worth,Insurance,7777,557,55262,328073,08-06-2024,21-06-2024,7%, ? 99.21 ,494%
CMP1403,Savings Account Promotion,Social Media,North,Young Professionals,Savings Account,6349,764,112822,508824,13-10-2024,18-10-2024,12%, ? 147.67 ,351%
CMP1404,Savings Account Promotion,Social Media,North,Students,Savings Account,12145,1201,75677,1174578,26-06-2024,06-07-2024,10%, ? 63.01 ,1452%
CMP1405,Insurance Promotion,Email,East,SME Owners,Insurance,10648,1006,64936,299788,28-05-2024,08-06-2024,9%, ? 64.55 ,362%
CMP1406,Personal Loan Promotion,Push Notification,West,Students,Personal Loan,3179,239,29074,110418,20-03-2024,23-03-2024,8%, ? 121.65 ,280%
CMP1407,Investment Plan Promotion,Push Notification,West,Students,Investment Plan,3638,234,63108,130572,03-11-2024,09-11-2024,6%, ? 269.69 ,107%
CMP1408,Credit Card Promotion,Social Media,North,SME Owners,Credit Card,2419,263,77009,68906,25-04-2024,30-04-2024,11%, ? 292.81 ,-11%
CMP1409,Savings Account Promotion,Push Notification,South,High Net Worth,Savings Account,12331,1260,51174,1184400,26-03-2024,02-04-2024,10%, ? 40.61 ,2214%
CMP1410,Savings Account Promotion,Social Media,North,Retail,Savings Account,14797,995,83037,925350,02-09-2024,10-09-2024,7%, ? 83.45 ,1014%
CMP1411,Investment Plan Promotion,Social Media,East,SME Owners,Investment Plan,9758,1144,44022,1172600,05-03-2024,12-03-2024,12%, ? 38.48 ,2564%
CMP1412,Savings Account Promotion,Push Notification,South,SME Owners,Savings Account,12201,807,76532,719844,03-12-2024,10-12-2024,7%, ? 94.84 ,841%
CMP1413,Investment Plan Promotion,Push Notification,North,Students,Investment Plan,6268,228,61424,272232,06-07-2024,19-07-2024,4%, ? 269.40 ,343%
CMP1414,Credit Card Promotion,Push Notification,East,Retail,Credit Card,6798,713,49300,708009,14-07-2024,18-07-2024,10%, ? 69.14 ,1336%
CMP1415,Personal Loan Promotion,Push Notification,East,High Net Worth,Personal Loan,6719,944,41223,402144,20-08-2024,26-08-2024,14%, ? 43.67 ,876%
CMP1416,Insurance Promotion,Email,South,High Net Worth,Insurance,5493,488,84041,290848,22-04-2024,03-05-2024,9%, ? 172.22 ,246%
CMP1417,Personal Loan Promotion,Email,South,Retail,Personal Loan,2016,259,110536,84952,09-05-2024,12-05-2024,13%, ? 426.78 ,-23%
CMP1418,Investment Plan Promotion,Social Media,East,SME Owners,Investment Plan,9177,1555,48671,1796025,19-08-2024,26-08-2024,17%, ? 31.30 ,3590%
CMP1419,Savings Account Promotion,Email,South,SME Owners,Savings Account,9451,1186,112961,1156350,01-08-2024,11-08-2024,13%, ? 95.25 ,924%
CMP1420,Investment Plan Promotion,Social Media,West,Retail,Investment Plan,9088,1109,27099,1168886,09-12-2024,14-12-2024,12%, ? 24.44 ,4213%
CMP1421,Savings Account Promotion,SMS,East,SME Owners,Savings Account,9083,970,112260,200790,28-11-2024,08-12-2024,11%, ? 115.73 ,79%
CMP1422,Credit Card Promotion,Social Media,South,Retail,Credit Card,13768,1954,56224,1602280,31-05-2024,03-06-2024,14%, ? 28.77 ,2750%
CMP1423,Insurance Promotion,SMS,West,High Net Worth,Insurance,3668,389,114439,398725,15-08-2024,28-08-2024,11%, ? 294.19 ,248%
CMP1424,Insurance Promotion,Email,East,Students,Insurance,6531,954,84027,726948,17-09-2024,24-09-2024,15%, ? 88.08 ,765%
CMP1425,Personal Loan Promotion,SMS,East,SME Owners,Personal Loan,8493,1312,96295,680928,17-05-2024,25-05-2024,15%, ? 73.40 ,607%
CMP1426,Insurance Promotion,Email,South,Retail,Insurance,13886,587,43888,247714,15-05-2024,25-05-2024,4%, ? 74.77 ,464%
CMP1427,Savings Account Promotion,SMS,West,Retail,Savings Account,4376,381,111074,289560,18-10-2024,24-10-2024,9%, ? 291.53 ,161%
CMP1428,Investment Plan Promotion,Social Media,North,High Net Worth,Investment Plan,11805,476,98040,274652,28-04-2024,02-05-2024,4%, ? 205.97 ,180%
CMP1429,Personal Loan Promotion,Social Media,East,Young Professionals,Personal Loan,4196,204,25978,140148,14-09-2024,22-09-2024,5%, ? 127.34 ,439%
CMP1430,Personal Loan Promotion,Social Media,South,Retail,Personal Loan,2780,326,89519,158762,14-10-2024,18-10-2024,12%, ? 274.60 ,77%
CMP1431,Credit Card Promotion,SMS,South,SME Owners,Credit Card,10714,391,78279,234991,01-07-2024,12-07-2024,4%, ? 200.20 ,200%
CMP1432,Investment Plan Promotion,Social Media,East,SME Owners,Investment Plan,7784,672,74093,217056,23-04-2024,01-05-2024,9%, ? 110.26 ,193%
CMP1433,Savings Account Promotion,SMS,North,Retail,Savings Account,14275,943,66804,349853,14-10-2024,19-10-2024,7%, ? 70.84 ,424%
CMP1434,Insurance Promotion,Push Notification,West,High Net Worth,Insurance,2685,85,81332,101490,01-05-2024,10-05-2024,3%, ? 956.85 ,25%
CMP1435,Savings Account Promotion,Push Notification,North,Young Professionals,Savings Account,2038,319,70408,364298,18-01-2024,25-01-2024,16%, ? 220.71 ,417%
CMP1436,Investment Plan Promotion,Email,West,SME Owners,Investment Plan,13660,862,35997,950786,28-10-2024,07-11-2024,6%, ? 41.76 ,2541%
CMP1437,Investment Plan Promotion,Social Media,South,High Net Worth,Investment Plan,8381,1227,34571,1147245,21-07-2024,29-07-2024,15%, ? 28.18 ,3219%
CMP1438,Investment Plan Promotion,SMS,South,SME Owners,Investment Plan,10853,1928,63541,2041752,11-10-2024,15-10-2024,18%, ? 32.96 ,3113%
CMP1439,Personal Loan Promotion,Email,North,High Net Worth,Personal Loan,14500,2014,44858,1532654,04-04-2024,09-04-2024,14%, ? 22.27 ,3317%
CMP1440,Savings Account Promotion,Social Media,South,Young Professionals,Savings Account,6183,503,23754,311860,07-07-2024,10-07-2024,8%, ? 47.22 ,1213%
CMP1441,Savings Account Promotion,SMS,East,High Net Worth,Savings Account,12935,1575,38037,343350,23-01-2024,01-02-2024,12%, ? 24.15 ,803%
CMP1442,Investment Plan Promotion,Email,East,Young Professionals,Investment Plan,8251,1035,76447,442980,20-04-2024,30-04-2024,13%, ? 73.86 ,479%
CMP1443,Investment Plan Promotion,Social Media,South,Students,Investment Plan,10553,1199,85095,393272,29-12-2024,05-01-2025,11%, ? 70.97 ,362%
CMP1444,Investment Plan Promotion,Email,South,High Net Worth,Investment Plan,2514,449,82946,189927,15-11-2024,27-11-2024,18%, ? 184.73 ,129%
CMP1445,Investment Plan Promotion,SMS,South,High Net Worth,Investment Plan,10033,608,23081,367232,28-10-2024,06-11-2024,6%, ? 37.96 ,1491%
CMP1446,Credit Card Promotion,Social Media,North,Retail,Credit Card,11114,1480,87695,313760,26-03-2024,07-04-2024,13%, ? 59.25 ,258%
CMP1447,Investment Plan Promotion,Email,East,Young Professionals,Investment Plan,4649,725,55851,295800,14-01-2024,25-01-2024,16%, ? 77.04 ,430%
CMP1448,Investment Plan Promotion,Push Notification,North,SME Owners,Investment Plan,5489,789,35379,620154,30-08-2024,08-09-2024,14%, ? 44.84 ,1653%
CMP1449,Personal Loan Promotion,Social Media,East,SME Owners,Personal Loan,7189,1161,102617,384291,20-04-2024,26-04-2024,16%, ? 88.39 ,274%
CMP1450,Credit Card Promotion,Push Notification,East,SME Owners,Credit Card,11235,1652,86549,703752,02-06-2024,09-06-2024,15%, ? 52.39 ,713%
CMP1451,Insurance Promotion,Email,South,SME Owners,Insurance,9909,910,22023,973700,20-07-2024,28-07-2024,9%, ? 24.20 ,4321%
CMP1452,Savings Account Promotion,Push Notification,West,Young Professionals,Savings Account,7891,451,57804,98769,29-09-2024,08-10-2024,6%, ? 128.17 ,71%
CMP1453,Savings Account Promotion,SMS,East,Students,Savings Account,12822,1309,114733,934626,03-08-2024,10-08-2024,10%, ? 87.65 ,715%
CMP1454,Investment Plan Promotion,Push Notification,South,Students,Investment Plan,6431,410,26643,450590,10-09-2024,20-09-2024,6%, ? 64.98 ,1591%
CMP1455,Insurance Promotion,Email,East,Young Professionals,Insurance,2161,259,34226,92722,06-07-2024,11-07-2024,12%, ? 132.15 ,171%
CMP1456,Personal Loan Promotion,Email,East,SME Owners,Personal Loan,14080,1766,75506,1068430,31-05-2024,12-06-2024,13%, ? 42.76 ,1315%
CMP1457,Savings Account Promotion,SMS,North,Retail,Savings Account,7093,436,30258,275116,21-06-2024,27-06-2024,6%, ? 69.40 ,809%
CMP1458,Personal Loan Promotion,Push Notification,West,Young Professionals,Personal Loan,7469,591,96256,203895,14-11-2024,20-11-2024,8%, ? 162.87 ,112%
CMP1459,Personal Loan Promotion,Social Media,East,Young Professionals,Personal Loan,3136,375,47386,188250,08-11-2024,16-11-2024,12%, ? 126.36 ,297%
CMP1460,Savings Account Promotion,Push Notification,West,SME Owners,Savings Account,12028,673,65253,308907,27-05-2024,09-06-2024,6%, ? 96.96 ,373%
CMP1461,Insurance Promotion,Push Notification,North,Retail,Insurance,10590,968,104045,312664,15-03-2024,24-03-2024,9%, ? 107.48 ,201%
CMP1462,Investment Plan Promotion,Push Notification,South,Young Professionals,Investment Plan,14889,1759,115804,592783,19-02-2024,24-02-2024,12%, ? 65.84 ,412%
CMP1463,Savings Account Promotion,Social Media,North,Retail,Savings Account,7068,954,26397,790866,16-07-2024,19-07-2024,13%, ? 27.67 ,2896%
CMP1464,Investment Plan Promotion,Push Notification,West,Students,Investment Plan,10186,762,43284,848868,04-02-2024,16-02-2024,7%, ? 56.80 ,1861%
CMP1465,Personal Loan Promotion,Email,North,SME Owners,Personal Loan,14868,2323,42436,2738817,18-02-2024,25-02-2024,16%, ? 18.27 ,6354%
CMP1466,Savings Account Promotion,Social Media,East,SME Owners,Savings Account,10895,1116,46201,512244,05-05-2024,14-05-2024,10%, ? 41.40 ,1009%
CMP1467,Investment Plan Promotion,Email,West,Retail,Investment Plan,9462,988,114848,979108,08-11-2024,14-11-2024,10%, ? 116.24 ,753%
CMP1468,Savings Account Promotion,SMS,East,High Net Worth,Savings Account,12053,465,37069,477555,29-12-2024,09-01-2025,4%, ? 79.72 ,1188%
CMP1469,Insurance Promotion,Email,West,High Net Worth,Insurance,9710,1635,82424,1221345,31-07-2024,10-08-2024,17%, ? 50.41 ,1382%
CMP1470,Credit Card Promotion,Social Media,North,Young Professionals,Credit Card,11067,406,29557,170114,11-06-2024,20-06-2024,4%, ? 72.80 ,476%
CMP1471,Investment Plan Promotion,Push Notification,East,Students,Investment Plan,5291,783,70057,819801,30-06-2024,12-07-2024,15%, ? 89.47 ,1070%
CMP1472,Investment Plan Promotion,Social Media,South,Young Professionals,Investment Plan,9896,1449,61800,1466388,15-08-2024,25-08-2024,15%, ? 42.65 ,2273%
CMP1473,Credit Card Promotion,Push Notification,North,Retail,Credit Card,4643,570,70026,364800,21-01-2024,27-01-2024,12%, ? 122.85 ,421%
CMP1474,Investment Plan Promotion,SMS,East,SME Owners,Investment Plan,2689,246,117798,66174,06-05-2024,10-05-2024,9%, ? 478.85 ,-44%
CMP1475,Investment Plan Promotion,Push Notification,South,High Net Worth,Investment Plan,2671,346,86707,232166,22-05-2024,31-05-2024,13%, ? 250.60 ,168%
CMP1476,Savings Account Promotion,SMS,East,High Net Worth,Savings Account,3449,531,42669,271872,13-06-2024,25-06-2024,15%, ? 80.36 ,537%
CMP1477,Savings Account Promotion,SMS,West,High Net Worth,Savings Account,8164,559,54521,632788,31-10-2024,05-11-2024,7%, ? 97.53 ,1061%
CMP1478,Savings Account Promotion,Social Media,West,High Net Worth,Savings Account,10562,1856,49055,2054592,09-06-2024,13-06-2024,18%, ? 26.43 ,4088%
CMP1479,Savings Account Promotion,Push Notification,North,Students,Savings Account,14916,951,108553,500226,26-03-2024,04-04-2024,6%, ? 114.15 ,361%
CMP1480,Savings Account Promotion,Email,West,High Net Worth,Savings Account,4336,470,117852,362840,19-12-2024,31-12-2024,11%, ? 250.75 ,208%
CMP1481,Investment Plan Promotion,Email,West,Students,Investment Plan,4090,164,64629,61664,17-01-2024,21-01-2024,4%, ? 394.08 ,-5%
CMP1482,Insurance Promotion,SMS,North,High Net Worth,Insurance,3517,347,89184,361227,06-12-2024,13-12-2024,10%, ? 257.01 ,305%
CMP1483,Personal Loan Promotion,SMS,West,Young Professionals,Personal Loan,3537,458,88673,476778,07-04-2024,12-04-2024,13%, ? 193.61 ,438%
CMP1484,Credit Card Promotion,Email,North,Young Professionals,Credit Card,14924,2125,94071,2411875,20-10-2024,02-11-2024,14%, ? 44.27 ,2464%
CMP1485,Personal Loan Promotion,Push Notification,East,SME Owners,Personal Loan,2610,98,30800,113582,01-02-2024,10-02-2024,4%, ? 314.29 ,269%
CMP1486,Investment Plan Promotion,Push Notification,South,SME Owners,Investment Plan,4324,236,83870,63012,01-08-2024,11-08-2024,5%, ? 355.38 ,-25%
CMP1487,Investment Plan Promotion,Push Notification,North,Young Professionals,Investment Plan,12983,2099,38133,1735873,01-04-2024,14-04-2024,16%, ? 18.17 ,4452%
CMP1488,Investment Plan Promotion,SMS,East,SME Owners,Investment Plan,9548,932,38489,927340,26-01-2024,29-01-2024,10%, ? 41.30 ,2309%
CMP1489,Insurance Promotion,Push Notification,East,Young Professionals,Insurance,14734,1663,42263,753339,13-02-2024,16-02-2024,11%, ? 25.41 ,1683%
CMP1490,Investment Plan Promotion,Social Media,East,Students,Investment Plan,3577,374,41253,328372,05-10-2024,16-10-2024,10%, ? 110.30 ,696%
CMP1491,Savings Account Promotion,Push Notification,South,Young Professionals,Savings Account,4426,385,52658,349580,02-11-2024,15-11-2024,9%, ? 136.77 ,564%
CMP1492,Savings Account Promotion,Social Media,South,Students,Savings Account,4551,263,69159,294297,23-10-2024,29-10-2024,6%, ? 262.96 ,326%
CMP1493,Insurance Promotion,SMS,West,Students,Insurance,10676,1336,26710,1474944,16-02-2024,26-02-2024,13%, ? 19.99 ,5422%
CMP1494,Credit Card Promotion,Social Media,East,Students,Credit Card,8971,1205,97067,704925,19-09-2024,24-09-2024,13%, ? 80.55 ,626%
CMP1495,Personal Loan Promotion,Push Notification,West,Students,Personal Loan,13116,2176,99473,2337024,09-02-2024,17-02-2024,17%, ? 45.71 ,2249%
CMP1496,Credit Card Promotion,Social Media,North,Students,Credit Card,13168,1576,109087,1133144,10-04-2024,23-04-2024,12%, ? 69.22 ,939%
CMP1497,Insurance Promotion,Social Media,West,Students,Insurance,10804,1037,31205,585905,02-09-2024,07-09-2024,10%, ? 30.09 ,1778%
CMP1498,Savings Account Promotion,SMS,South,High Net Worth,Savings Account,4591,218,83370,220834,16-01-2024,19-01-2024,5%, ? 382.43 ,165%
CMP1499,Investment Plan Promotion,Social Media,South,Retail,Investment Plan,10766,1106,72756,961114,25-09-2024,29-09-2024,10%, ? 65.78 ,1221%
CMP1500,Investment Plan Promotion,SMS,South,Retail,Investment Plan,3283,589,87065,550126,28-02-2024,08-03-2024,18%, ? 147.82 ,532%
CMP1501,Credit Card Promotion,SMS,South,Retail,Credit Card,5711,182,29752,60060,18-12-2024,24-12-2024,3%, ? 163.47 ,102%
CMP1502,Credit Card Promotion,Push Notification,East,SME Owners,Credit Card,5864,899,44217,522319,12-05-2024,17-05-2024,15%, ? 49.18 ,1081%
CMP1503,Personal Loan Promotion,SMS,North,High Net Worth,Personal Loan,13739,2180,29587,1493300,13-05-2024,18-05-2024,16%, ? 13.57 ,4947%
CMP1504,Personal Loan Promotion,Push Notification,West,SME Owners,Personal Loan,9544,960,72142,540480,29-12-2024,09-01-2025,10%, ? 75.15 ,649%
CMP1505,Credit Card Promotion,Social Media,East,Students,Credit Card,12964,883,66037,291390,16-03-2024,28-03-2024,7%, ? 74.79 ,341%
CMP1506,Credit Card Promotion,Email,South,High Net Worth,Credit Card,6079,831,105751,346527,08-07-2024,11-07-2024,14%, ? 127.26 ,228%
CMP1507,Credit Card Promotion,SMS,West,Young Professionals,Credit Card,11172,1039,65096,525734,03-12-2024,15-12-2024,9%, ? 62.65 ,708%
CMP1508,Savings Account Promotion,Push Notification,West,Young Professionals,Savings Account,3098,395,96975,432525,29-05-2024,01-06-2024,13%, ? 245.51 ,346%
CMP1509,Investment Plan Promotion,Email,North,Students,Investment Plan,8980,1355,96637,1330610,12-12-2024,17-12-2024,15%, ? 71.32 ,1277%
CMP1510,Insurance Promotion,Email,East,Students,Insurance,14576,713,107969,188945,04-09-2024,13-09-2024,5%, ? 151.43 ,75%
CMP1511,Insurance Promotion,Push Notification,South,High Net Worth,Insurance,12693,2010,48795,402000,03-09-2024,12-09-2024,16%, ? 24.28 ,724%
CMP1512,Savings Account Promotion,Social Media,South,Retail,Savings Account,10831,1369,118745,1533280,29-10-2024,06-11-2024,13%, ? 86.74 ,1191%
CMP1513,Personal Loan Promotion,SMS,West,Students,Personal Loan,9358,376,29528,311328,28-10-2024,03-11-2024,4%, ? 78.53 ,954%
CMP1514,Investment Plan Promotion,Email,East,Students,Investment Plan,8115,1303,73798,771376,20-12-2024,24-12-2024,16%, ? 56.64 ,945%
CMP1515,Insurance Promotion,SMS,South,High Net Worth,Insurance,3138,521,92954,217778,31-03-2024,04-04-2024,17%, ? 178.41 ,134%
CMP1516,Insurance Promotion,Push Notification,East,Retail,Insurance,8701,861,22659,602700,23-11-2024,28-11-2024,10%, ? 26.32 ,2560%
CMP1517,Insurance Promotion,Email,South,Young Professionals,Insurance,7661,1151,42010,915045,07-10-2024,17-10-2024,15%, ? 36.50 ,2078%
CMP1518,Savings Account Promotion,Social Media,South,Retail,Savings Account,8999,306,54518,263466,23-03-2024,28-03-2024,3%, ? 178.16 ,383%
CMP1519,Savings Account Promotion,Push Notification,South,SME Owners,Savings Account,4946,707,44264,341481,21-06-2024,30-06-2024,14%, ? 62.61 ,671%
CMP1520,Investment Plan Promotion,Social Media,East,High Net Worth,Investment Plan,13981,1943,31002,1622405,30-04-2024,05-05-2024,14%, ? 15.96 ,5133%
CMP1521,Personal Loan Promotion,Email,East,Students,Personal Loan,4990,486,70085,309096,12-11-2024,18-11-2024,10%, ? 144.21 ,341%
CMP1522,Savings Account Promotion,Email,North,SME Owners,Savings Account,12704,842,79711,734224,03-11-2024,14-11-2024,7%, ? 94.67 ,821%
CMP1523,Savings Account Promotion,SMS,West,High Net Worth,Savings Account,3762,240,112493,101040,10-02-2024,16-02-2024,6%, ? 468.72 ,-10%
CMP1524,Investment Plan Promotion,Email,East,Students,Investment Plan,10259,1657,34849,1776304,04-05-2024,12-05-2024,16%, ? 21.03 ,4997%
CMP1525,Insurance Promotion,SMS,South,Young Professionals,Insurance,14200,2532,90910,2263608,16-01-2024,19-01-2024,18%, ? 35.90 ,2390%
CMP1526,Savings Account Promotion,SMS,West,High Net Worth,Savings Account,4479,157,74306,153546,04-03-2024,08-03-2024,4%, ? 473.29 ,107%
CMP1527,Personal Loan Promotion,Push Notification,West,High Net Worth,Personal Loan,3492,377,70500,189631,02-10-2024,09-10-2024,11%, ? 187.00 ,169%
CMP1528,Insurance Promotion,SMS,North,High Net Worth,Insurance,12178,1257,92692,502800,19-11-2024,24-11-2024,10%, ? 73.74 ,442%
CMP1529,Credit Card Promotion,Social Media,North,High Net Worth,Credit Card,11168,443,79871,116952,08-01-2024,17-01-2024,4%, ? 180.30 ,46%
CMP1530,Investment Plan Promotion,Email,South,High Net Worth,Investment Plan,3447,267,91853,202386,15-01-2024,26-01-2024,8%, ? 344.02 ,120%
CMP1531,Investment Plan Promotion,SMS,South,Students,Investment Plan,14946,2449,108668,1481645,19-08-2024,26-08-2024,16%, ? 44.37 ,1263%
CMP1532,Investment Plan Promotion,Push Notification,North,Young Professionals,Investment Plan,9986,966,81944,838488,27-06-2024,03-07-2024,10%, ? 84.83 ,923%
CMP1533,Insurance Promotion,Push Notification,North,High Net Worth,Insurance,3846,410,51259,398110,16-03-2024,21-03-2024,11%, ? 125.02 ,677%
CMP1534,Investment Plan Promotion,Email,West,Young Professionals,Investment Plan,13093,908,37569,495768,26-12-2024,29-12-2024,7%, ? 41.38 ,1220%
CMP1535,Credit Card Promotion,Push Notification,West,High Net Worth,Credit Card,11302,1028,22261,888192,28-07-2024,31-07-2024,9%, ? 21.65 ,3890%
CMP1536,Insurance Promotion,Push Notification,East,Retail,Insurance,8716,879,24378,744513,27-12-2024,30-12-2024,10%, ? 27.73 ,2954%
CMP1537,Investment Plan Promotion,Social Media,North,Young Professionals,Investment Plan,14728,1173,88336,1250418,21-05-2024,26-05-2024,8%, ? 75.31 ,1316%
CMP1538,Savings Account Promotion,Email,North,SME Owners,Savings Account,3455,249,116055,221112,20-05-2024,28-05-2024,7%, ? 466.08 ,91%
CMP1539,Insurance Promotion,Email,North,Retail,Insurance,12288,382,78557,127970,12-02-2024,18-02-2024,3%, ? 205.65 ,63%
CMP1540,Personal Loan Promotion,Email,East,SME Owners,Personal Loan,6987,508,116038,274320,01-09-2024,04-09-2024,7%, ? 228.42 ,136%
CMP1541,Insurance Promotion,SMS,West,Students,Insurance,2703,288,25482,294048,20-08-2024,31-08-2024,11%, ? 88.48 ,1054%
CMP1542,Credit Card Promotion,Push Notification,West,SME Owners,Credit Card,7463,321,24648,233688,09-12-2024,16-12-2024,4%, ? 76.79 ,848%
CMP1543,Personal Loan Promotion,SMS,East,Retail,Personal Loan,4866,788,69334,189120,08-02-2024,21-02-2024,16%, ? 87.99 ,173%
CMP1544,Credit Card Promotion,Push Notification,South,Young Professionals,Credit Card,3517,629,103276,205054,15-02-2024,18-02-2024,18%, ? 164.19 ,99%
CMP1545,Investment Plan Promotion,Email,East,SME Owners,Investment Plan,13431,1252,64363,980316,18-04-2024,21-04-2024,9%, ? 51.41 ,1423%
CMP1546,Personal Loan Promotion,Push Notification,West,Young Professionals,Personal Loan,13564,1868,119291,838732,08-01-2024,19-01-2024,14%, ? 63.86 ,603%
CMP1547,Savings Account Promotion,Push Notification,East,Young Professionals,Savings Account,10365,390,55820,245700,02-08-2024,05-08-2024,4%, ? 143.13 ,340%
CMP1548,Insurance Promotion,SMS,North,Retail,Insurance,7806,1254,66737,1455894,19-11-2024,22-11-2024,16%, ? 53.22 ,2082%
CMP1549,Credit Card Promotion,Email,South,Young Professionals,Credit Card,12878,1666,117938,1582700,24-03-2024,27-03-2024,13%, ? 70.79 ,1242%
CMP1550,Investment Plan Promotion,Email,North,SME Owners,Investment Plan,5808,526,44306,449204,10-02-2024,19-02-2024,9%, ? 84.23 ,914%
CMP1551,Insurance Promotion,Email,South,Retail,Insurance,7889,1027,106120,411827,02-11-2024,15-11-2024,13%, ? 103.33 ,288%
CMP1552,Personal Loan Promotion,Push Notification,South,High Net Worth,Personal Loan,12188,384,98033,292608,27-04-2024,08-05-2024,3%, ? 255.29 ,198%
CMP1553,Savings Account Promotion,Email,South,High Net Worth,Savings Account,9544,507,37154,143481,03-06-2024,10-06-2024,5%, ? 73.28 ,286%
CMP1554,Investment Plan Promotion,SMS,East,High Net Worth,Investment Plan,13777,1508,53154,1675388,15-12-2024,25-12-2024,11%, ? 35.25 ,3052%
CMP1555,Personal Loan Promotion,Social Media,South,Students,Personal Loan,8401,266,48669,124222,22-08-2024,25-08-2024,3%, ? 182.97 ,155%
CMP1556,Savings Account Promotion,SMS,West,Students,Savings Account,9980,897,58244,369564,02-03-2024,05-03-2024,9%, ? 64.93 ,535%
CMP1557,Investment Plan Promotion,Email,South,SME Owners,Investment Plan,11342,924,92982,560868,20-10-2024,27-10-2024,8%, ? 100.63 ,503%
CMP1558,Insurance Promotion,Push Notification,North,Students,Insurance,3130,295,56268,169330,13-03-2024,20-03-2024,9%, ? 190.74 ,201%
CMP1559,Personal Loan Promotion,Social Media,West,SME Owners,Personal Loan,12213,1811,56027,1019593,19-12-2024,24-12-2024,15%, ? 30.94 ,1720%
CMP1560,Investment Plan Promotion,Social Media,West,Young Professionals,Investment Plan,4242,672,59758,161280,03-03-2024,12-03-2024,16%, ? 88.93 ,170%
CMP1561,Savings Account Promotion,Push Notification,South,Young Professionals,Savings Account,2359,385,67775,394240,27-04-2024,03-05-2024,16%, ? 176.04 ,482%
CMP1562,Investment Plan Promotion,SMS,West,Retail,Investment Plan,6000,653,108503,566151,07-01-2024,13-01-2024,11%, ? 166.16 ,422%
CMP1563,Investment Plan Promotion,Push Notification,West,High Net Worth,Investment Plan,8564,1400,113376,1061200,27-05-2024,01-06-2024,16%, ? 80.98 ,836%
CMP1564,Savings Account Promotion,SMS,West,Young Professionals,Savings Account,5273,669,22011,413442,05-05-2024,18-05-2024,13%, ? 32.90 ,1778%
CMP1565,Insurance Promotion,SMS,East,Retail,Insurance,13120,1726,42852,1020066,24-06-2024,30-06-2024,13%, ? 24.83 ,2280%
CMP1566,Personal Loan Promotion,Social Media,North,High Net Worth,Personal Loan,11655,2076,115040,477480,22-04-2024,26-04-2024,18%, ? 55.41 ,315%
CMP1567,Investment Plan Promotion,Email,East,SME Owners,Investment Plan,8980,577,39799,370434,07-03-2024,20-03-2024,6%, ? 68.98 ,831%
CMP1568,Investment Plan Promotion,Email,North,Young Professionals,Investment Plan,6652,582,27597,327084,21-08-2024,26-08-2024,9%, ? 47.42 ,1085%
CMP1569,Savings Account Promotion,SMS,West,Young Professionals,Savings Account,12033,926,73161,633384,01-05-2024,08-05-2024,8%, ? 79.01 ,766%
CMP1570,Personal Loan Promotion,Social Media,North,Young Professionals,Personal Loan,8313,716,51778,204776,13-05-2024,19-05-2024,9%, ? 72.32 ,295%
CMP1571,Investment Plan Promotion,Email,West,Young Professionals,Investment Plan,2785,428,38800,426288,17-03-2024,30-03-2024,15%, ? 90.65 ,999%
